scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-05-26 02:51:40 UTC,2022-11-30 10:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/tunisia-QqZVYk95/#0hE7gRJ8,Tunisia,France,World Cup 2022,1,0,"(0:0, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '6.62', 'X': '3.89', '2': '1.61', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.85', '2': '1.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.80', '2': '1.61', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.80', '2': '1.62', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '5.82', 'X': '3.94', '2': '1.63', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:56 UTC,2022-12-02 10:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/uruguay-xMk44orG/#468UH12Q,Ghana,Uruguay,World Cup 2022,0,2,"(0:2, 0:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '4.16', 'X': '3.89', '2': '1.88', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.60', 'X': '3.75', '2': '1.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.80', '2': '1.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.75', '2': '1.75', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.21', 'X': '3.58', '2': '1.72', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:55 UTC,2022-12-18 10:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/france-QkGeVG1n/#rBfk6fO7,Argentina,France,World Cup 2022,4,3,"2:0, 0:2, 1:1, 4:2",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '2.73', 'X': '3.13', '2': '2.90', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.63', 'X': '3.15', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.10', '2': '2.88', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.60', 'X': '3.20', '2': '2.75', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.68', 'X': '3.19', '2': '2.83', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:57 UTC,2022-11-27 05:00:00 UTC,https://www.oddsportal.com/football/h2h/costa-rica-C4ePE2kq/japan-ULXPdOUj/#COkUCjUP,Japan,Costa Rica,World Cup 2022,0,1,"(0:0, 0:1)",Ahmad bin Ali Stadium,Al Rayyan,Qatar,"[{'1': '1.48', 'X': '4.43', '2': '7.67', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.00', '2': '7.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.33', '2': '7.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.00', '2': '7.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.46', 'X': '4.27', '2': '7.09', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:12 UTC,2022-11-26 11:00:00 UTC,https://www.oddsportal.com/football/h2h/denmark-0KUdxQVi/france-QkGeVG1n/#M1F3f742,France,Denmark,World Cup 2022,2,1,"(0:0, 2:1)",Stadium 974,Doha,Qatar,"[{'1': '1.77', 'X': '3.69', '2': '5.18', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.45', '2': '4.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.60', '2': '4.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.40', '2': '4.75', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.82', 'X': '3.51', '2': '4.46', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:13 UTC,2022-11-25 05:00:00 UTC,https://www.oddsportal.com/football/h2h/iran-xrRx85iA/wales-YcUP0Nqp/#4psrTor8,Wales,Iran,World Cup 2022,0,2,"(0:0, 0:2)",Ahmad bin Ali Stadium,Al Rayyan,Qatar,"[{'1': '2.03', 'X': '3.26', '2': '4.31', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.20', '2': '3.90', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.20', '2': '3.80', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.20', '2': '3.60', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.16', 'X': '3.14', '2': '3.60', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:14 UTC,2022-11-27 14:00:00 UTC,https://www.oddsportal.com/football/h2h/germany-ptQide1O/spain-bLyo6mco/#dK7Gi5lL,Spain,Germany,World Cup 2022,1,1,"(0:0, 1:1)",MHPArena,Stuttgart,Germany,"[{'1': '2.54', 'X': '3.56', '2': '2.80', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.40', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.50', '2': '2.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.30', '2': '2.80', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.41', '2': '2.73', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:30 UTC,2022-12-04 10:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/poland-2HzmcynI/#Cj8sxDv9,France,Poland,World Cup 2022,3,1,"(1:0, 2:1)",Signal Iduna Park,Dortmund,Germany,"[{'1': '1.40', 'X': '4.86', '2': '9.21', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.10', '2': '10.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.36', 'X': '4.75', '2': '9.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.38', 'X': '5.00', '2': '7.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.39', 'X': '5.00', '2': '8.17', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:30 UTC,2022-12-06 14:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/switzerland-rHJ2vy1B/#GpbM6Hem,Portugal,Switzerland,World Cup 2022,6,1,"(2:0, 4:1)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.83', 'X': '3.63', '2': '4.76', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.35', '2': '4.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.00', 'X': '3.50', '2': '3.80', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.88', 'X': '3.60', '2': '4.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.54', '2': '4.07', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:31 UTC,2022-12-01 14:00:00 UTC,https://www.oddsportal.com/football/h2h/costa-rica-C4ePE2kq/germany-ptQide1O/#I5Sd8Axs,Costa Rica,Germany,World Cup 2022,2,4,"(0:1, 2:3)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '23.00', 'X': '11.00', '2': '1.09', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '25.00', 'X': '10.50', '2': '1.08', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '26.00', 'X': '11.00', '2': '1.08', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '29.00', 'X': '10.00', '2': '1.08', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '33.57', 'X': '11.91', '2': '1.08', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:47 UTC,2022-11-24 14:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/serbia-8Kl6iq0i/#zBSk643E,Brazil,Serbia,World Cup 2022,2,0,"(0:0, 2:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.46', 'X': '4.48', '2': '8.13', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.40', 'X': '4.60', '2': '7.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.44', 'X': '4.33', '2': '7.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.44', 'X': '4.50', '2': '7.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.52', '2': '6.73', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:47 UTC,2022-11-30 14:00:00 UTC,https://www.oddsportal.com/football/h2h/mexico-O6iHcNkd/saudi-arabia-biSY8ox4/#UgDIW3Ce,Saudi Arabia,Mexico,World Cup 2022,1,2,"(0:0, 1:2)",State Farm Stadium,"Glendale, AZ",USA,"[{'1': '5.08', 'X': '4.30', '2': '1.66', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.30', 'X': '4.00', '2': '1.62', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.20', '2': '1.57', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.20', '2': '1.57', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '5.48', 'X': '4.28', '2': '1.60', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:52:48 UTC,2022-11-29 14:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/wales-YcUP0Nqp/#rytnS5cE,Wales,England,World Cup 2022,0,3,"(0:0, 0:3)",Wembley Stadium,London,England,"[{'1': '10.00', 'X': '4.44', '2': '1.42', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '8.50', 'X': '4.40', '2': '1.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '8.50', 'X': '4.20', '2': '1.44', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '8.21', 'X': '4.54', '2': '1.43', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:53:04 UTC,2022-12-14 14:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/morocco-IDKYO3R8/#M9g47WCj,France,Morocco,World Cup 2022,2,0,"(1:0, 1:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.58', 'X': '4.07', '2': '6.61', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.53', 'X': '3.85', '2': '6.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.55', 'X': '4.00', '2': '6.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.55', 'X': '4.00', '2': '6.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.61', 'X': '3.87', '2': '6.20', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:53:04 UTC,2022-11-25 11:00:00 UTC,https://www.oddsportal.com/football/h2h/ecuador-8tbm8Tri/netherlands-WYintcWb/#Qaq9ipXN,Netherlands,Ecuador,World Cup 2022,1,1,"(1:0, 0:1)",Philips Stadion,Eindhoven,Netherlands,"[{'1': '1.82', 'X': '3.45', '2': '5.23', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.83', 'X': '3.40', '2': '4.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.30', '2': '4.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.40', '2': '4.75', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.43', '2': '4.60', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:53:05 UTC,2022-11-26 08:00:00 UTC,https://www.oddsportal.com/football/h2h/poland-2HzmcynI/saudi-arabia-biSY8ox4/#YRJ9YPsq,Poland,Saudi Arabia,World Cup 2022,2,0,"(1:0, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '1.74', 'X': '3.69', '2': '5.38', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.71', 'X': '3.55', '2': '5.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.60', '2': '5.25', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.50', '2': '5.25', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.56', '2': '5.27', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:53:20 UTC,2022-11-27 08:00:00 UTC,https://www.oddsportal.com/football/h2h/belgium-GbB957na/morocco-IDKYO3R8/#lInepNte,Belgium,Morocco,World Cup 2022,0,2,"(0:0, 0:2)",Al Thumama Stadium,Doha,Qatar,"[{'1': '1.86', 'X': '3.61', '2': '4.61', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.35', '2': '4.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.50', '2': '4.20', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.88', 'X': '3.30', '2': '4.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.36', '2': '4.25', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:53:21 UTC,2022-11-25 08:00:00 UTC,https://www.oddsportal.com/football/h2h/qatar-zqzHL77i/senegal-hOIsJLJr/#n9p5hQHH,Qatar,Senegal,World Cup 2022,1,3,"(0:1, 1:2)",Al Thumama Stadium,Doha,Qatar,"[{'1': '5.59', 'X': '3.66', '2': '1.73', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.50', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.25', 'X': '3.60', '2': '1.70', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.00', 'X': '3.60', '2': '1.73', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '5.20', 'X': '3.58', '2': '1.73', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
